Gene_Symbol	P-Pm-01-02_FPKM	P-Pm-01-03_FPKM	P-Pm-1-01_FPKM	P-Pm-1-02_FPKM	P-Pm-1-03_FPKM	P-Pm-10-01_FPKM	P-Pm-10-02_FPKM	P-Pm-C-01_FPKM	P-Pm-C-02_FPKM	P-Pm-C-03_FPKM	P-Pp-01-01_FPKM	P-Pp-01-02_FPKM	P-Pp-01-03_FPKM	P-Pp-1-01_FPKM	P-Pp-1-02_FPKM	P-Pp-1-03_FPKM	P-Pp-10-01_FPKM	P-Pp-10-02_FPKM	P-Pp-10-03_FPKM	P-Pp-C-01_FPKM	P-Pp-C-02_FPKM	P-Pp-C-03_FPKM
ARHGAP11A	20.44798	20.964804	23.290471	22.43738	21.580734	8.766895	9.016301	15.829715	22.048187	19.762178	19.343968	21.450685	19.510257	20.582253	20.903092	21.344554	10.404766	10.934156	9.484631	19.135621	19.110438	20.645442000000006
SPATA2	2.506326	2.932658	2.7142630000000003	2.778838	2.710491	2.655862	2.544206	2.816152	2.903312	2.546543	3.13843	2.440014	2.690651	3.137671	3.012636	2.710295	2.808792	2.811395	2.724212	3.441409	2.556029	2.724173
ARHGEF11	6.563756	6.846927	6.339949	6.735177	7.054181	5.711648	5.413864	6.4594	6.061138	6.420713	6.5210360000000005	6.093042	6.7688	6.607427	6.729295	6.489113	5.924998	5.857375	5.905747	7.049325	6.415654	6.754975
RGP1	8.91356	9.034849	8.151336	8.143759	8.896355999999997	10.832287	11.030824	8.299586999999999	8.927374	9.24133	7.934226	7.185339	8.253902	9.082826	8.466864999999999	8.269683	10.841291	11.118872	11.09732	8.653216	8.352138	8.413245
ARHGEF17	15.445496	16.515347	17.512919	15.545799	16.90401	12.166141	11.514461	17.766196	15.198185999999998	16.861396	15.330922	11.739322	15.596203	15.160454	14.976754	15.340936	11.685594	11.748075	11.874503	15.907103	15.654047	15.479647
DNAJC6	0.361029	0.373407	0.414583	0.308874	0.447675	0.860352	0.817078	0.386408	0.293105	0.376069	0.483637	0.614444	0.542729	0.385978	0.479787	0.418899	0.790758	0.819938	0.856627	0.453274	0.415848	0.449111
TRIM14	8.465374	8.012744	8.313103	8.093779	8.689249	6.676621000000001	8.036717999999999	8.035608	8.974110000000003	8.650125	19.528037	19.041572	21.192214	20.070736	18.184297	19.520144	15.362441	16.25295	15.261584	19.447207	21.099995	20.615638
ZNF623	4.683984	4.498525	4.733431	4.975119	5.058782	5.269377	4.972972	4.53603	4.8428330000000015	4.6599629999999985	4.28941	5.141828	5.645649	5.173841	4.8533	4.958449	5.080227	5.4935480000000005	5.144524	4.459152	4.393859	4.196085
JAKMIP2	0.441516	0.427518	0.474201	0.34738	0.41844	0.044677	0.051332	0.483367	0.378311	0.394398	0.482656	0.518071	0.6794859999999999	0.479245	0.4123850000000001	0.46015	0.057026	0.042948	0.029694	0.486493	0.500737	0.566055
MELK	24.934032	25.347531	25.325633	25.847126	24.622293	8.886395	9.871534	19.902381	24.161005	24.038639	25.071162	26.672685	24.193364000000006	24.798697	25.209958	25.858049	11.73715	11.59416	10.400073	24.238995000000006	23.509329	23.346326
LCMT2	0.993059	1.12605	0.999336	1.266953	1.101207	0.4920350000000001	0.593938	1.109068	1.195238	1.110585	1.134706	1.078936	1.02083	1.096202	1.091609	0.8982479999999999	0.559384	0.435015	0.461384	1.1878	1.110804	1.186625
GINS1	7.426046	8.423848	8.034211	7.4742190000000015	8.133149000000001	3.574314	3.526494	6.989433	7.2504	7.024038000000001	8.027764999999999	8.937842	9.047095	8.113833999999999	8.456196	8.8151	4.217054	3.786903	3.345456	7.671494	8.297606	8.508517
ZEB2	9.43496	10.157544	9.99609	9.552704	10.092997	8.283441999999999	7.763746	8.786399000000001	9.94416	10.487884	8.925167	9.216411	10.321445	9.262461	8.763748	8.796878999999997	7.839172	7.676676	7.328096	8.711503	8.5924	9.123089
ZBTB24	3.004179	3.291183	3.152723	3.1046150000000003	3.097777	2.14292	2.658379	2.5490310000000003	2.850176	2.820951	2.972114	3.390705	3.016282	3.073915	3.084335	2.891643	2.32428	2.472782	2.503453	2.584576	2.581905	2.913159
PLEKHM1	7.571642999999999	7.89106	7.188931	7.991578	8.568628	8.530285000000001	8.171494000000001	7.436833	7.254788	8.226681	8.057568	6.626751	7.836252	8.007052	8.868249	7.588611999999999	9.228413	9.82947	9.441158	8.28624	7.918303	7.231975
HEPH	0.032767000000000004	0.069235	0.097201	0.078334	0.042597	0.026602	0.023657	0.060451	0.093005	0.132445	0.065815	0.068988	0.06881799999999999	0.053192	0.099814	0.139923	0.025025	0.045346	0.038316	0.15527	0.121374	0.192586
ELMO1	2.216919	2.147097	2.29851	1.978396	2.183269	3.738321	3.093974	2.320301	2.181048	2.148836	2.085954	1.97868	1.919384	1.852023	2.031995	2.014389	2.633425	2.459038	3.0969990000000003	2.335961	1.824242	1.882689
GAB2	4.738875	4.33402	4.444672	4.233193	4.749554	5.633651	5.664185	4.797132	4.7035	4.702675	3.997812	3.217389	3.638157	4.02286	4.035851	3.938241000000001	4.906754	4.740087	5.00255	4.222682	3.687833	3.777257
C2CD5	7.756074000000001	8.15175	7.953137	7.588908	8.756973	5.983666	5.653162	6.033391	8.254055000000001	8.305572	7.585744999999998	8.295404	8.489525	7.655117999999999	7.253797	8.135146	6.122993	6.371473	6.6191460000000015	6.971895	7.413369	8.005028
MFAP3L	0.12951700000000002	0.190132	0.165493	0.162946	0.19335	0.114222	0.155016	0.127306	0.204502	0.184654	0.0978	0.156108	0.140205	0.144622	0.093364	0.177619	0.23385100000000006	0.102649	0.121189	0.179055	0.17718699999999998	0.140512
ZNF518A	1.979548	2.281347	2.456241	2.52061	2.406543	2.407913	2.511926	1.6408220000000002	2.296871	2.175269	1.970215	2.789858	2.294762	2.015534	2.689956	2.231157	2.382883	2.846714	2.86503	2.046711	2.143693	2.171928
KIAA0753	6.085591	5.709653	5.555479	5.3711150000000005	5.418695	5.616975	5.858048	4.784879	5.527464	5.762283	5.510573	5.892499	5.5738059999999985	5.222068	4.706624	5.676404	6.032995	5.771724	5.38726	5.420386	5.83047	6.071399
EPM2AIP1	4.23149	5.284547	4.91531	4.39315	4.91242	3.591731	3.533684	3.650398000000001	4.560969999999998	4.63882	4.7523339999999985	5.1622080000000015	4.619457	4.733537	4.430697	4.678806	3.690493	3.629372	3.5973980000000005	3.658712	4.342698	4.632192
RUSC2	9.444166	9.766106	10.246079	10.184523	10.273815	15.927604999999998	17.684407999999994	11.042214	9.784844	9.732512	10.973145	7.954153	10.876377	11.261128	12.364123	10.843041	17.115978	18.783137	18.214183	10.838527	10.74873	9.982849
C2CD2L	2.420178	2.489677	2.788852	2.533069	2.363585	3.29158	3.431375	2.465865	2.586234	2.524666	2.468324	2.034414	2.349514	3.094513	2.9339880000000003	2.601305	3.250437	3.685723	3.318582	3.049578	2.764583	2.769895
FARP2	4.662603	4.501828	4.238332	4.704414	4.532568	4.044748	4.277319	3.94542	4.624333	4.249356	4.8276010000000005	4.027387999999998	3.982785	4.999168	3.974418	4.2127050000000015	4.375584	4.818167	4.458057	4.162931	3.964459	4.06148
CEP350	4.559111	4.789748	4.90571	4.419702	4.734828	3.795778	3.829504	3.30271	4.727585	4.644682	3.848012	4.544088	4.384542	4.278453	4.111161	4.420332	4.158571	4.102088	3.86026	3.841019	4.013249	4.309427
PPP1R26	3.778036	3.741742	3.384425	3.595377	3.943371	3.4630660000000004	4.09045	3.865941	3.187452	3.589057	3.149331	2.630774	2.547456	3.0587560000000003	3.450911	3.134152	3.556175	3.591882	3.679195	3.261331	2.981007	3.324428
CEP170	47.106236	49.957552	52.607157	48.76922	50.626124	50.903345	50.666843	38.202213	47.062947	47.610247	44.894025	50.003617	48.219849	48.888774	48.663893	48.425291	55.118003	54.394059	53.08868100000001	44.657784	44.869569	46.099066
LRIG2	1.27213	1.686712	1.651729	1.457992	1.474664	1.367272	1.434141	1.132894	1.4410040000000002	1.510129	1.395867	1.631218	1.567161	1.545774	1.382666	1.875443	1.744935	1.696308	1.507981	1.27529	1.431984	1.590832
PSMD6	56.299798	50.32767	58.334137	54.702358	58.086932	39.34562800000001	35.907211	46.534064	52.729103	54.513485	56.07023100000001	61.625396	51.21385	56.124003	53.64000400000001	57.237548	41.005475	36.620966	34.330565	59.964864	55.374771	53.964392
MED24	22.0945	21.611321	24.128118	23.675195	22.997555	21.437051	20.644076	23.359647	23.115434	21.759869	23.475335	20.499626	22.215917	25.121416	24.749957	23.463177	21.784855	22.630591	20.94653	24.395822	24.139883	23.915802
MAGI2	0.238662	0.203183	0.234462	0.303999	0.280293	1.105456	0.414409	0.288527	0.209699	0.276166	0.187738	0.192674	0.271093	0.224032	0.336291	0.286891	0.887437	0.460927	0.8422959999999999	0.241646	0.264729	0.144518
TRIL	0.106388	0.08899	0.10861300000000003	0.065171	0.08625	0.028074	0.019799	0.209437	0.099116	0.144635	0.068348	0.036548	0.128398	0.089112	0.07435499999999999	0.045248	0.005063000000000001	0.060761	0.029891	0.108337	0.035529000000000005	0.060352
TRIM66	0.530095	0.7112430000000001	0.405486	0.567084	0.694312	0.455927	0.271322	0.623336	0.494726	0.686121	0.555333	0.508163	0.637337	0.8803	0.6428520000000001	0.613637	0.29499000000000003	0.282156	0.253564	0.6988439999999999	0.491161	0.742394
PJA2	24.178497	25.02572	26.333311	23.418016	25.057733	31.798757	31.624707	19.404735	24.686972	24.266219	23.500637	27.696819	25.390442	24.72823	22.413581	24.78823	30.854786	30.298355	28.479568	21.36093	23.484941	23.724712
TOMM70	20.596279	20.316177	22.557585	21.956083	22.61655	21.086163	20.71134	17.491638000000002	21.382971	21.044518	21.772682	23.900555	22.795767	21.630518	19.99514	21.707962	19.875685	20.898489	20.209438	20.545115	19.716511	21.958374
SETDB1	6.452308	6.66326	6.6955800000000005	6.095051	6.783482000000001	6.290914	5.944249	6.77345	6.800325999999999	6.899191	6.980939	6.491037	6.478798	6.7057509999999985	6.419764	6.433508	6.304364	5.467621	6.149547	6.9206059999999985	6.006034	5.932498000000002
AREL1	13.857485	13.867524	13.782287	14.325133	13.83061	12.812784	12.407913	12.628002	13.822678	13.315285	13.219564000000002	13.734272	13.494609	12.267017	13.597851	13.552492	12.30374	13.120098	11.864449	13.081194	12.635426	13.744972
SEC24D	51.357378	50.795769	50.444735	50.035056	50.145184	57.382412	56.190322	46.021239	48.750854	46.961702	51.578523	53.175435	52.026258	52.821687	50.375799	52.925877	59.329412	58.659182	60.740627	51.416499	49.37087800000001	51.76648
FCHSD2	7.648915	7.861566000000002	8.647455	7.746825999999999	8.517003	10.377012	9.673731	6.637869	7.484317	7.842892	7.85083	8.74024	8.261205	7.757531	7.826314	7.895936999999999	10.000564	10.622659	10.660968	7.686825	7.919761	7.936023
TLK1	6.2616809999999985	6.478256	7.143033	6.512523000000002	6.992518	5.622886	6.157735	5.175453	6.698776	6.1844160000000015	6.404889	7.070039	7.428075	6.5124260000000005	5.943442	6.422206	6.293168	5.851958	6.545724	6.563167999999999	5.9931980000000005	6.1302650000000005
URB1	7.987924	7.929586	7.423796	8.177449000000001	8.367051	7.906258999999999	7.784008999999998	7.590153	7.907717999999999	7.876028999999999	7.734975	7.162709	7.886092	8.002052	8.353207000000001	8.168663	7.981802	8.373206	8.125380999999999	7.773257000000001	7.7259350000000016	7.836024
ZC3H11A	26.305807	27.823352000000003	26.61242	24.988475	26.48079	29.716431	31.323792	21.354843	25.724425	25.472572	24.310098	26.599089000000006	25.956496	24.879821	25.600216	27.461405	30.12983	31.108677	28.063549	22.864726	24.352198	24.96358
TOX4	15.206129	14.569461	15.496083	15.749896	14.72131	14.83601	14.142582	14.648905	14.816164	14.554159	14.713	15.569068	15.366529000000002	15.670494	14.102584	14.786744	14.089098000000002	15.69004	15.157238	15.549760999999998	14.814726	15.722289000000002
DDX46	18.420861	18.706741	20.695287	19.26357	19.318907	11.964524	12.723642	16.703869	19.026902	17.885642999999995	17.671836	19.447316	19.337829	18.64355	18.110231	19.478494	12.917575	12.823191	13.03223	17.954148	18.475469	18.517098
ZBTB39	2.43202	2.483777	2.740041	2.749527	2.853232	2.402493	2.245348	2.227941	2.470988	2.432432	2.7097	2.408177	2.587968	2.980113	2.552086	2.84449	2.470951	2.425271	2.677269	2.306413	2.6789	2.508931
TRANK1	1.090644	1.108301	0.970312	0.956649	1.1792200000000002	1.845449	1.7280380000000002	0.863174	1.042661	1.082541	1.678569	1.805947	1.992333	1.564657	1.452949	1.6651240000000005	2.22761	2.48821	2.433709	1.437041	1.89345	1.7054740000000002
TBC1D4	8.36406	9.018935	8.417989	8.686472	9.038609	8.860275999999997	9.129184	7.218313	9.298882	9.088282	8.87679	11.105924	9.908017999999998	9.645016	8.633435	9.271219	8.272923	8.433303	8.111257	8.448139999999999	9.050705	9.946325
POM121	14.421168	14.513507999999998	14.284629	13.026228	13.252217000000002	12.724612	12.739897	14.360459	14.046601	15.248276	13.791975	11.126836	13.23124	14.542768	15.405615	13.879089000000002	11.870614	13.093763	11.821959	13.785407	13.975151	13.495863
LRRC37A	0.856052	0.8027850000000001	0.805095	0.8307969999999999	0.7863180000000001	0.6270939999999999	0.580799	0.798285	0.813764	0.760828	0.878541	0.888683	0.8574450000000001	1.00282	0.760681	0.912413	0.614629	0.649306	0.679348	0.812045	0.88945	1.083128
OSBPL2	6.2071	5.73353	6.3887839999999985	6.758384	6.2917239999999985	7.813339999999998	7.7894830000000015	5.960214	6.353898	6.3618440000000005	6.101811	5.8195190000000006	6.518756	6.324737	7.082525	6.361763	7.358814999999999	8.05781	7.914599000000001	6.613306	6.768372	6.709663000000001
RHOBTB1	7.269407000000001	7.548311	7.5405229999999985	6.763652	7.656923	9.166825	8.706341	6.650067	7.409169	7.924872	6.633412	6.696442	7.1609729999999985	6.6131020000000005	6.430956	6.837159	7.691116	7.9532820000000015	7.2142240000000015	5.956095	6.563089999999999	6.734309
SMG7	14.584103	14.158822	14.289873000000002	14.274035	14.228735	11.892379	12.53666	13.862355	14.953987	14.752967000000002	14.256899	13.307421	15.18065	14.492739000000002	14.950884	14.445916	12.64617	12.852997	12.458399	13.399534	13.026895	14.628831
ZBED4	7.642321000000001	7.764407	7.058309	7.652472	7.561961	7.13997	7.280986	7.392803	7.226444	7.756164	7.02729	7.144562	7.262797	8.149068	7.955716000000002	7.50403	7.826963	8.128917	8.179686	7.009496	6.894055000000002	7.170002
PLPPR4	0.97608	1.054355	0.915464	0.904688	0.955932	0.393542	0.408792	0.765455	0.989564	0.987499	0.652258	0.952922	0.976465	0.825916	0.6262310000000001	0.689743	0.445201	0.327945	0.273466	0.734772	0.862339	0.865129
NUAK1	5.546576	6.030598	5.989821	5.453163	6.640569	5.081167	4.748947	5.567576	5.967229	5.875603	6.202654	7.017597	6.723694999999998	6.196198000000001	6.227884	6.3548	4.229928	4.194698000000002	4.702933	5.884487	6.508706	6.611639
TELO2	12.987245	14.179025	14.720045	16.244587	15.603463	9.945195	8.650202	15.837094	14.912856	14.738299	12.848839	9.267766	13.470026	14.918592000000002	14.940944	12.924053	9.168046	9.816751	8.754332000000002	14.698916	14.748984	15.210714
TECPR2	4.879415	4.938556	5.662571	5.393686	5.8073169999999985	5.90343	5.692859	5.241731	5.054307	5.046792	5.238859	4.880859	5.750213	5.507208	5.535609	5.209416	6.396684	6.700278	6.3621620000000005	5.513491	5.673189	5.647869
FIG4	4.547427	4.809204	5.25941	5.164412	4.677427	5.539423	5.06917	4.133286	4.792974	5.2099660000000005	4.5823839999999985	5.862986	4.719062	4.489529	4.724344	4.770225	5.553107	5.217364	4.629899	4.607923	4.730383	5.084957
WASHC5	17.638939	18.240725	18.460777	17.739465	18.68879	13.667841	13.168314	14.967867000000002	18.11908	18.285372	18.535474	20.740835	18.791351	19.212606	19.187189	18.518692	14.060307	14.436345	12.808871	17.915475	17.53281	18.731831
UBAP2L	67.150681	61.494361	64.193625	62.99339300000001	63.202398	52.801911	54.462164	64.84324000000001	63.084166	64.983513	63.304733	55.232515	62.817133	67.488288	65.48893100000001	61.870487	56.729739	57.69689200000001	56.442011	66.509912	64.05608199999999	62.11289300000001
SV2A	7.278989	8.101414	7.747457000000002	7.932499000000001	8.131604	5.986861	6.065563	8.290808	7.2436880000000015	8.162838	8.267339999999999	8.445326	8.409212	8.032994	7.136796	7.642399	6.190096	6.281953	6.16516	7.435132	7.984471000000001	7.927394
MRC2	42.02391400000001	45.437323	43.173372	45.82535900000001	43.141117	50.018513	49.043251	47.882582	41.427292	46.200313	39.617287	28.196987	38.756086	40.64823	41.735029	38.441015	48.284682	51.378065	51.478237	42.64776	41.910108	41.39699
KLHL21	10.294858	10.119011	10.195561	10.944695	11.537803	11.557643	11.203774	11.394675	9.770277	10.434838	10.547018	8.943746	10.079973	11.092643	11.986037	10.43936	11.881613	13.213487	12.322343	11.751111	10.42497	10.831055
RBM19	11.393019	10.411488	12.217437	11.315064	11.123261	8.873583	9.043026	10.84272	11.628808	9.856899	10.748435	9.730994	11.812907	12.600215	10.881379	11.475543	10.350521	10.640472	10.47068	12.166329	11.510483	11.54173
SGSM2	7.29766	7.928763000000001	8.022059	7.854417	8.434894	8.622086	8.748322	9.543049	7.036314999999999	8.244850999999999	7.212478	5.3265	6.751552	6.891761	7.200886	7.18451	8.837813	8.3173	8.486031	7.032545	7.468197	7.550600999999999
AP5Z1	4.281374	4.522492	4.424971	5.048583	5.179911	3.823134	3.42734	5.319547	4.730242	4.747799	4.41139	3.299899	4.374089	4.798335	4.5614089999999985	4.325225	3.119073	3.59006	3.187533	4.917481	4.578143	4.59825
G3BP2	48.409666	51.301431	54.582644	50.148222	55.198130000000006	53.52868100000001	56.15447800000001	40.435844	51.525943	48.10835	50.895259	57.62769	52.497611	52.494649	50.793964	53.799624	56.777701	54.410926	54.136415	47.120586	47.135598	51.430837
DENND4B	7.316199	8.115018	7.527638	8.209966	8.128964	9.350754	9.51352	8.757693	7.584696000000001	8.083931	8.015051	6.25547	8.366	8.035347999999999	9.015301	8.257439	10.297579	10.589251	10.062118	8.202408	8.22379	9.327578
RABGAP1L	6.387875	5.291279	6.166466000000002	5.918531	6.027875	7.690904	5.6377690000000005	5.198397	6.914650999999999	5.943949	6.03769	5.698702	4.54416	4.0722559999999985	5.090421	5.555264	6.05115	5.587773	5.738926	5.75079	5.727373	5.606656
TMCC2	0.8242280000000001	0.6925399999999999	0.812338	0.6369100000000001	0.7909390000000001	0.607313	0.398446	0.6882119999999999	0.599867	0.716954	0.607861	0.6562020000000001	0.711124	0.8736659999999999	0.787751	0.608672	0.5815170000000001	0.619837	0.5321319999999999	0.755149	0.660946	0.545339
ARHGAP44	0.731889	0.762775	0.7037720000000001	0.602927	0.7684810000000001	0.732283	0.50934	0.6488470000000001	0.679038	0.633797	0.678944	0.670045	0.742066	0.627829	0.953978	0.660643	0.500354	0.765275	0.719737	0.63786	0.720633	0.800337
SUPT7L	9.004423	9.151207	10.335274	10.352434	8.483487	10.653528	9.175878	9.251328	8.534892	9.664722	8.672757	9.545138	10.491627	8.924483	9.602197	8.877384	8.754852	8.658972	8.945633	8.337149	9.687669	9.575488
ARNT2	0.964428	1.032129	1.069178	1.03334	0.99775	0.289614	0.397104	0.929675	0.7755569999999999	0.935382	0.902964	1.007565	0.8808	0.919217	0.94585	1.002887	0.417558	0.473714	0.478105	0.8887809999999999	0.8819319999999999	0.920416
FAM20B	13.594653	13.664984	14.048781	14.213981	13.849581	18.484241	18.018592	11.600968	13.248599	13.29236	12.868595	14.962879999999998	13.356091	13.49152	13.614204	14.987433	17.758997	18.053549	18.964652	12.417841	13.145832	13.192308
NCAPD2	33.066677	34.443802000000005	32.97065	33.72456	34.130066	17.119024	16.104748	30.087986	32.910751	31.552338	31.425459000000004	32.07535900000001	31.075914	31.577667	32.556644	31.404366	17.524351	17.792576	16.81587	32.615803	32.096149	32.397881
SEC16A	20.930087	21.705958	19.64373	21.532352	21.959275	19.683758	19.478666	19.746093	20.24516	21.242153	20.940316	17.836229	21.144537	22.83752	22.130096	21.475121	20.441566	21.121916	21.808034	22.064406	21.280594	21.994202
KBTBD11	0.27111	0.197737	0.285893	0.298868	0.306649	0.5186529999999999	0.431566	0.272346	0.369007	0.30735	0.155343	0.226931	0.204497	0.185347	0.152692	0.224558	0.346975	0.347462	0.5390149999999999	0.162741	0.241452	0.122449
RNF10	32.268169	31.309414	31.869188	31.830122	32.615362	35.125488	35.097176	30.567893	32.434414000000004	31.109188	33.04246	31.400147	33.885111	33.168983000000004	34.527724	31.899486	37.032453	36.38956500000001	35.522464	32.876382	33.219446999999995	34.101519
IQSEC1	4.683411	4.819166	4.9493870000000015	4.808157	4.659507	4.980038	5.257236	4.512643	5.068396	5.17341	4.392368	3.489778	4.109538	4.521619	5.10731	4.348254	5.526843	5.791258999999998	5.755281	4.3067910000000005	4.776356	4.110175
ZBTB40	5.462271	4.8178839999999985	5.370015	5.294625	5.890001	4.83611	4.220772	5.036665	4.966303	5.22757	4.833678	4.696764	5.084412	5.355121	5.030679	4.675693	4.607951	4.893082	5.060594	5.115827	4.719697	5.392347
PAN2	3.017085	2.772391	3.032885	2.854395	3.382481	4.074632	4.237528	2.850258	2.723225	3.002394	3.264681	2.820627	2.919284	2.536627	2.725765	2.963076	4.424534	4.0113650000000005	4.073718	2.853515	2.963502	3.173915
ZBTB5	2.996576	2.751782	2.405634	3.2878540000000003	3.20041	3.197957	3.496515	2.349845	2.6451130000000003	2.682229	2.610084	2.73942	2.477162	2.711771	2.645118	2.869294	3.156555	2.552508	3.090887	2.506829	2.205369	2.867064
LPGAT1	7.871396000000002	8.406808999999999	8.642407	8.673172000000001	9.436486	8.294654	8.837439	6.539221	8.58618	8.182399	7.942114	8.694107	7.84145	7.951731	7.991091	8.251169	8.386078	8.478079	8.407439	6.9581490000000015	7.504939999999999	8.069789
MFN2	28.203923	28.555006	28.281125	28.56108	29.340946	26.134744	24.433649	29.324032	27.823715000000004	27.7892	30.065915000000004	27.517445	29.066988	29.861491	29.167854	28.617876000000006	25.847593	27.898546000000003	26.05333	32.293895	30.844103000000004	29.085164
KIF14	5.820853	6.331282	6.535803	6.1289669999999985	6.105101	2.1867400000000004	2.374822	4.423671	6.161672	5.879613	5.355041	6.4958860000000005	5.785675	5.760895	5.74198	6.386377	2.84984	3.128733	2.888292	4.922217	5.449991000000002	5.8676010000000005
JOSD1	16.14002	17.087099	16.957138	17.841946	18.075993	17.521585	17.429928	16.009818	15.987418	17.677439	17.723349	19.66839	18.701207	18.977882	18.200215	17.321541	18.936001	18.679598	19.532419	17.292366	16.645165	17.383922000000002
HELZ	4.052944	4.418892	4.400481	4.0157370000000014	3.965656	3.833079	4.232461	3.225002	3.759264	3.944632	3.830613	4.196116	4.483834	3.995973	4.1428970000000005	3.905721	4.14101	3.946739	4.276909	3.431099	3.847702	4.4904660000000005
PUM3	29.343956	29.259245	32.420891	30.841791	29.729593	23.435503	23.313133	26.341156	31.172386	30.329416	29.585587	31.387123	29.984192	29.613035	31.150084000000003	30.411491	25.061102	24.190287	22.801224	32.761208	30.574633	29.566605
MAFB	0.284246	0.421001	0.266329	0.341458	0.339054	0.537246	0.402807	0.327357	0.202979	0.363036	0.300808	0.260768	0.233474	0.20645300000000005	0.253052	0.199944	0.463449	0.5844090000000001	0.427547	0.189866	0.254135	0.186773
CD302	0.634116	0.92352	0.8630959999999999	0.8779520000000001	0.838779	1.042355	1.16957	0.674928	0.953737	0.923563	0.649967	1.088215	0.90522	0.689728	0.794786	0.8728100000000001	0.420195	1.144927	0.809387	0.5395909999999999	0.643482	0.789237
DCLRE1A	2.689606	3.011661	2.8565400000000003	2.999952	2.930266	1.434733	1.359159	2.298973	3.098265	2.7309490000000003	2.733451	3.063384	2.845012	2.525316	2.597413	3.065155	1.654513	1.801139	1.704865	2.475047	2.585797	2.750438
ARHGAP25	0.978522	0.925773	0.700807	1.029581	0.940366	1.594943	1.5106540000000002	1.1423530000000002	0.800261	1.072615	1.132356	1.355864	1.268429	1.070157	0.920805	1.066716	1.481925	1.4499030000000002	1.413089	1.18196	1.106403	0.8656809999999999
RBM8A	22.46006	20.116039	22.518965	20.678907	21.184422	13.110791	13.798672	19.793974	20.402906	20.620798	20.85148	20.934221	20.378172	20.492945	21.704618	21.230272	14.079961	14.220029	14.462472	22.92864	21.363913	20.804808
EXOG	4.37911	5.340512	5.5067309999999985	5.849658	5.628223	3.99306	3.713387	4.880143	4.890034	4.808276	4.482652	5.40899	5.460838	5.500192	5.522957	6.411743	4.47651	4.79979	4.093907	5.940515	4.907751	6.019255
XYLB	2.410744	2.371177	2.194291	1.858522	2.452398	1.589022	1.514913	2.02803	2.030225	2.122474	1.757497	1.815189	2.234134	2.212065	2.2644490000000004	1.724581	1.641436	1.644625	1.123628	2.145736	1.797202	2.045293
OXSR1	23.177952	25.145718	24.417671	23.985156	24.56646	20.92913	21.630119	20.936241	24.205096	22.646646	22.520004	24.328694	23.890476	23.675796	23.03004	22.276095	23.515811	22.90766	22.634832	22.883694	22.308027	24.109255
GFPT2	53.82413100000001	51.997898	49.628147	53.680386	50.064667	53.174435	51.513805	51.286106	50.031422	52.275852	51.833206	49.835876	54.116909	51.788872	52.29866	50.845604	53.313076	52.320606	49.288334000000006	52.094711	52.845913	51.928299
CRYZL1	9.91499	7.848089999999999	9.196764	8.23589	10.529211	7.066435	7.390028	6.7201830000000005	7.987365	8.470402	8.738048	9.017348	9.849822	8.798063	10.007002	10.960856	8.235541	7.771325999999998	8.366971000000001	8.013786999999999	8.650592	8.853100999999997
WDR1	250.493348	237.107367	238.019839	241.958296	241.658958	218.729778	220.46261600000003	258.909393	234.419915	238.149965	231.475104	200.918971	221.354778	234.632834	237.28052	223.722987	216.467763	221.841378	211.197516	246.192041	227.44581	226.162163
AMMECR1	6.095308	6.065881	5.929929	6.235712	6.094881	4.799784	4.516906	4.878578	5.982216	6.344674	6.594022	6.872508	6.186648	6.596206	6.053115	6.341531	5.09588	4.765504	4.705034	5.548774	5.609903	6.801873
GOLGA5	17.009605	17.665394	17.945194	16.616571	17.759748000000005	20.325571	19.845529	15.450905	17.495325	16.702636	18.144661	18.582912	19.875776	19.617322	17.808949	19.417487	21.276728	21.297534	20.860802	17.767537	18.275293	18.71412
HS3ST3B1	3.00794	3.74587	3.3423730000000003	3.748931	3.284106	4.003064	3.80838	3.421625	3.334744	3.417124	3.2987269999999995	3.481793	3.563048	2.963466	3.57987	3.5075220000000003	3.99346	4.285036	4.228164	3.638594	2.885686	3.467399
HS3ST3A1	4.414818	5.576771	5.4099910000000015	5.749415	5.154893	3.738408	3.44789	5.52267	5.7604	5.584912	5.24625	3.465514	5.2652519999999985	6.264653	5.682735	5.977806	3.950508	4.631173	4.636752	5.579758	6.1509269999999985	6.133801999999998
USP15	5.829796	5.26163	7.117502	5.6508379999999985	6.201921	5.305357	6.449216000000002	5.249442	5.703608	5.679665	5.962094	7.090051	6.648761	5.851835	5.616549	6.247738	6.462211	5.8555660000000005	6.378866	5.8040400000000005	5.45488	6.584076
USP3	6.367272	6.058833	6.34914	6.318585	6.876253	6.243663	6.618195	5.455406	6.279021	6.190724	5.8665660000000015	5.820811	5.8271120000000005	5.97552	6.176341000000002	6.17355	5.8830589999999985	5.9463610000000005	5.576924	5.614314	5.193388	6.190139
MVP	127.936491	131.930348	132.959687	132.216118	133.93856100000002	124.947846	123.550705	152.659559	131.662199	134.924135	140.450579	116.64033700000002	143.349251	141.83901699999996	140.471297	135.27291	124.752074	133.639321	125.924781	152.335771	147.36881499999996	144.896411
SLC23A2	6.186204	5.784618	5.960886	6.197364	6.373351	5.685581	5.4059800000000005	5.574111	5.695364	5.2901120000000015	5.124955	4.7267980000000005	5.433218	5.890271	5.1602440000000005	5.340118	5.45156	5.470505	5.658649	5.264267	4.832593	5.199254
