Gene_Symbol	C-Pm-01-01_FPKM	C-Pm-01-02_FPKM	C-Pm-01-03_FPKM	C-Pm-1-01_FPKM	C-Pm-1-02_FPKM	C-Pm-1-03_FPKM	C-Pm-10-01_FPKM	C-Pm-10-02_FPKM	C-Pm-10-03_FPKM	C-Pm-C-01_FPKM	C-Pm-C-02_FPKM	C-Pm-C-03_FPKM	C-Pp-01-01_FPKM	C-Pp-01-02_FPKM	C-Pp-1-01_FPKM	C-Pp-1-02_FPKM	C-Pp-1-03_FPKM	C-Pp-10-01_FPKM	C-Pp-10-02_FPKM	C-Pp-10-03_FPKM	C-Pp-C-01_FPKM	C-Pp-C-02_FPKM	C-Pp-C-03_FPKM
YAF2	2.98322	2.951149	3.4356660000000003	3.44325	3.084695	3.383277	2.86703	3.033933	2.738323	3.574668	3.867809	2.6619900000000003	3.56394	3.741543	3.0175110000000003	2.804692	2.986143	2.928303	2.9652990000000004	3.152313	3.99076	3.34187	3.769562
ARFRP1	12.973289	11.537895	13.388798	12.078492	12.969811	12.951208	8.805278	12.335718	11.452194	12.832003	11.980844	12.39547	11.451812	11.678253	12.329713	12.633452	11.448698	11.107176	9.75954	12.101258	11.783773	12.043801	12.039115
TOB1	5.39466	5.412681	5.020994	4.2384900000000005	4.156218	4.001811	7.8141630000000015	10.095522	8.02513	5.185491000000002	5.108004	5.328022	5.087814	4.93578	6.21785	4.8794900000000005	5.4483120000000005	9.272444	10.274828	9.511767	5.541817	5.792086	5.332343
AKAP9	5.6563870000000005	5.975725	5.022311	5.8581949999999985	4.697329	5.566706	6.174102	5.268262	5.793949	5.820899	6.423852	5.719338	5.917548	6.051419	5.53555	5.05628	6.02002	5.909618	5.105099	5.26111	5.610749	6.001131	4.975869
FAM13A	2.252304	2.003736	2.064681	2.228051	2.178291	2.380704	1.318276	1.493403	1.194638	2.291342	2.171088	2.131075	2.533331	2.784655	2.165751	2.326957	2.321171	1.939092	2.1233720000000003	1.947394	2.807328	2.2040740000000003	2.226766
G3BP1	29.011629	29.119857	29.578093	29.067746000000003	27.162338	29.440002000000003	22.306257	22.059603	21.843274	28.762	29.985112	28.899772	29.470421	28.940983000000006	27.702533000000006	28.245835	30.397156	21.718381	21.737447	21.901386	30.135035	29.821452	30.231344
SUGP2	14.688957	14.607010999999998	14.392312	14.997242000000002	12.929701	16.062603	19.363676	17.720796	19.548668	14.846792	14.122322	14.110473	15.481947	15.901452	14.869359	14.21052	16.288156	21.065994	19.948671	20.569204	15.445652	15.46821	16.339845999999998
EBI3	0.249768	0.45519	0.194876	0.649877	0.394008	0.157375	0.8773270000000001	0.889983	1.050593	0.6471100000000001	0.229379	0.6216189999999999	1.774109	1.805443	1.683407	1.336475	1.303791	3.71518	2.853981	2.150119	1.401383	2.072902	1.742489
MBNL2	9.679689	10.071309	9.334465	10.045727	8.462735	9.791041	11.343535	10.370844	9.789366	9.665285	9.9814	10.034425	9.361176	9.577257	9.142585	9.760323	10.29796	10.327842	10.261413	9.87415	10.286897	9.73274	10.001501
ABI2	12.557607	12.800405	12.843402	12.833675	11.793131	13.263084	17.933051000000006	17.530615	17.396075	12.102682	13.090154	12.170184	13.014144	13.048706	12.473822	12.582276	13.022597	17.241495999999998	17.278755	16.412124	13.376362	13.813164000000002	13.084378
CEBPZ	17.973	17.898611	19.028925	18.801785	17.645914	17.621048000000005	14.440166	14.08783	14.128533	17.636154	17.999551999999994	17.647551999999994	20.9783	21.703417	20.214931	21.25794	21.44479	15.956769	17.487709	16.888979	22.706049	22.136438	22.062538
PLXNC1	0.219502	0.439148	0.349587	0.28095	0.124643	0.350986	0.59804	0.512754	0.190534	0.295789	0.322272	0.102652	0.245621	0.289393	0.43429	0.365578	0.242267	0.691331	0.5983350000000001	0.5718449999999999	0.472332	0.176679	0.443438
TRIM28	93.751191	91.37442	89.29909	91.280561	87.354569	86.45913399999998	64.42153499999999	74.264136	67.627818	90.255509	91.044215	92.799256	87.74073800000002	85.52741	94.307642	89.612981	84.959816	67.143091	69.929321	66.421881	88.913616	88.875576	89.253701
RASA4	0.266058	0.277438	0.200611	0.227215	0.233964	0.313495	1.126893	1.071341	1.024155	0.239306	0.232354	0.241488	0.19335	0.211975	0.17607799999999998	0.195378	0.254998	1.012994	0.991626	0.897438	0.207716	0.238741	0.22779
AASS	5.270062	5.503607	5.595143	5.534508	5.094198	5.373329	3.969895	3.808667	4.1111879999999985	5.757029	5.766625	5.249787	5.915368	6.1247110000000005	5.7449580000000005	4.421117	5.239955	3.938737	3.595101	3.871497	6.374038	5.82609	5.8457940000000015
ATP6AP2	49.037758	48.318176	49.927559	48.899437	46.84375	52.627712	63.742615	65.09925799999999	58.007061	46.204357	51.34816	46.470566	49.810921	50.92878	49.574417	51.031494	54.45385400000001	61.10849399999999	61.643986	59.916279	50.3022	48.859509	51.68132
FARP1	9.642333	11.35996	12.319836	11.736671	9.682792999999998	10.282596	15.48826	11.800021	13.900178	11.205995	10.568938	10.418901	8.581663	9.535985	8.099008999999999	8.999332	10.662695	8.936745	10.714995	8.084705	8.809510000000003	8.808622999999997	9.006653
LPAR6	1.879358	2.6101080000000003	2.32277	2.255045	1.852335	1.981502	1.628423	1.929722	1.277415	2.087672	2.527932	2.4382080000000004	2.352623	2.306049	2.243935	2.292011	2.4201740000000003	2.024514	1.876079	1.929032	2.170729	3.036915	2.850541
LPCAT3	8.385003	7.746385000000001	8.080582000000001	7.761825	7.873013999999999	7.961975999999999	6.193275	5.392325	6.200704	8.876463000000003	8.508492	7.138698	7.352327000000002	6.825945	7.539588	5.541221	6.670636999999998	5.992067	5.975181	5.785189	7.748877	7.367599	7.322041
WASF2	25.57705	27.07042	25.919493	25.68925	24.340018	26.534266	28.333217	27.088348	28.33365	25.876456	26.833755	24.852406	28.381909000000004	28.353338	28.354144	26.125469	27.440593	28.155008	30.618301	28.103432	28.150289	27.808829	28.127619
SLC25A13	7.562575999999999	8.134475	7.731064	7.916848	7.342863	7.577417	5.160824	4.297586	4.136686	8.044789	8.626484	7.727074000000001	8.752888	8.316539	7.896871000000001	8.637124	8.768175	4.809985	4.476298	4.893744	8.177805000000001	7.995971000000001	8.345333
SLC25A15	7.2234539999999985	6.875638	6.690414	6.92208	7.178631	6.808211	6.9750809999999985	8.165158	7.575831	6.9196740000000005	7.31995	7.057874000000001	6.6139839999999985	6.7752089999999985	7.302092	6.44089	6.978477000000002	7.893456	8.311921	7.136551	6.528898000000001	7.305839	6.782255
ZNF197	2.432704	2.372161	2.434971	2.435669	2.283171	2.646268	2.043601	2.135477	1.871992	2.167567	2.0701560000000003	2.218332	2.757701	2.7725150000000003	2.494166	2.33905	2.788887	2.431841	1.946003	2.160483	2.508405	2.658277	2.563547
SERF2	56.017979	56.378308	59.938357	56.784697	58.975956	58.222735	65.667886	71.261004	69.542695	55.933215	56.621387	57.275978	58.96836999999999	58.99874499999999	57.39257900000001	61.18151500000001	54.30048299999999	74.355586	74.02499300000002	75.030621	57.15296	56.016238	55.635235
DHRS9	0.439855	0.686647	0.785886	0.732496	0.5322899999999999	0.614793	0.729061	0.853698	1.054833	0.459424	0.7371880000000001	0.815976	5.175797	5.689801	5.628758	6.339379	6.012574	5.221198	5.09019	6.221767	6.049855	5.652482	5.810793
RCL1	8.248342	8.962453	8.319977	8.358523	7.604852	7.912797	5.806165	7.288831	5.545938	8.404237	7.762613000000001	7.542161	8.367075	7.722123	8.045671	7.585228999999999	7.9483130000000015	7.090729	7.566756	6.715133	8.024488999999999	7.8043520000000015	8.07898
ZNF256	1.48227	1.947174	1.562766	1.671129	1.959113	2.387996	1.597849	1.586383	2.055807	1.923101	1.716478	2.004652	2.017752	2.334285	2.462089	1.900409	2.461526	2.251112	1.834033	2.0255240000000003	2.098665	1.947521	2.275127
SORBS3	49.768181	51.391405	48.693841	51.223747	52.435047	48.500476	46.823788	53.306406	50.494955	50.049077	48.588811	49.693812	57.888525	55.640152	57.999887	53.340163	49.691506	52.347705	49.654139	52.163123	55.308022	54.338832	51.518439
CNIH1	17.188507	17.453110000000002	17.767141	17.810001	17.331182000000002	18.632462	20.192335	19.365393	17.937956	17.300528	18.872442000000003	18.408323	16.633648	17.010374	17.024025	17.430441000000002	17.747782	18.371134	17.899642999999994	18.179161	17.195791	18.366514	16.80555
RBM7	10.309049	9.566467	9.049846	9.514442	9.336178	10.485613	9.596265	9.368079	8.536164	10.101015	10.227001	9.450742	9.799592	10.027855	9.772407	9.42025	10.055335	9.804022	9.863811	9.677853	10.593898	9.920774	10.204477
RBM6	15.154125	16.664633	16.170673	17.008938	16.744926	16.875344000000002	16.81847	15.422583	16.31091	17.37411	16.363387	17.748879000000006	16.981363	17.355651	15.755318	15.184646	16.395014	15.721051	16.079383	16.303302	16.853115	17.135036	17.023173
RBM5	19.249423	19.79139	20.517622	20.495788	18.969779	19.893944	19.970458	20.084794	20.166795	20.013095	21.28553	20.447199	22.418908	20.031009	21.738328	20.271098	19.150025	21.07337	20.408699	19.830237	19.657687	20.386393	22.194612
LHFPL2	16.533595000000002	18.36625	17.980838000000006	17.331944	15.341852	17.61991	13.15889	13.033419	13.174828	18.011499	17.452177	16.334049	20.008313	21.168599	19.246864	17.730347000000005	19.814966	14.575137	14.514344	14.852881	18.92068	19.69373	21.039467
TNK2	9.154785	8.944275	9.044512	8.958949	8.386625	8.907199	5.465168	6.420338	5.898013	9.216971	9.571451	9.298576	7.6543009999999985	7.359889999999999	7.887957000000001	7.322375999999998	6.928228	6.226003	5.664625	6.568358	7.372167	7.242783	7.374567999999999
ALYREF	67.34651	66.639901	64.64455799999999	67.359312	64.384896	59.61450600000001	29.788757	35.422434	35.730782	64.945727	60.532852	67.587422	68.075905	67.97497	70.623269	69.453259	68.793022	36.718011	37.895737	37.748511	66.326295	70.462769	73.052329
TXNDC9	29.731031	29.07014	27.155892	26.81266	25.012144	28.670589	17.277768	18.091238	16.900505	27.012665	27.570101	27.40844	30.227624	29.241383000000006	29.77617	31.246385	27.111401	18.428141	17.432747	18.790829	35.514712	30.060612	32.659825
RNF41	11.82798	8.431803	8.547269	8.823222	8.531272999999999	8.565984	9.375669	10.205309	9.726578	8.432118	8.817568	9.419879	7.329658999999999	6.7200630000000015	7.99074	9.025965	7.236271	11.19586	8.890933	8.268139999999999	7.786343	7.525136	7.321046000000001
TSHZ1	2.167355	1.935966	2.070795	2.453031	2.168858	2.029554	1.669822	1.708003	2.042343	1.93755	2.098742	2.171091	2.3773310000000003	2.903007	1.996981	2.239644	1.846447	2.047907	2.294164	1.76092	2.326681	2.203329	2.61613
ALG3	17.858722	17.214403	19.235109	18.345831	16.144311	17.813810999999994	17.960373	18.662071	16.06534	18.659483	18.325739	19.064946	19.946275	20.749266	21.305984	22.151664	20.352772	17.870611	18.350025	20.208965	19.973448	21.095025	20.931646
PRMT3	11.313721	10.315952	11.369547	11.135333	10.887459	11.423513	10.766497	11.414341	9.39202	10.346257	12.739458	10.404673	11.623313	11.04913	10.287307	11.521114	11.773944	11.397336	10.536676	10.276141	11.718025	10.525409	10.231778
PSME3	53.404684	50.831912	51.552969	52.436988	48.898325	51.918954	29.518319	33.463305	33.593328	51.206741	52.506788	53.057572	56.921199	55.083521	54.567142	56.07982	54.237348	35.58753499999999	34.349667	32.570895	58.577384	56.446211	55.485349
MPHOSPH9	5.314612	5.729874	5.407114	5.815054	4.681972	5.683738	3.464607	2.939335	3.673678	5.161231	4.821183	6.5309230000000005	5.244049	4.9059089999999985	5.494234	5.725835	5.256117	3.587835	4.054021	4.083337	5.9922879999999985	5.623646	5.04766
MPHOSPH10	16.216499	15.874204	16.503283	16.340775	16.600075	14.7372	10.778913	12.057368	10.686481	16.931892	16.783447	17.042175	18.742037	18.319344	17.358223000000002	17.183197	17.842831	10.80015	13.079714	11.73518	18.984755	17.108639	18.966179
MPHOSPH6	16.580204000000002	16.511563	19.168883	17.659851999999994	18.942881	17.8723	15.78101	14.338910999999998	11.499919	17.311301	17.515	17.589986	20.990605	18.807388	18.149066	21.311802	20.139722	13.440969	13.332993	13.616442	20.155633	21.957395	17.959712
NME6	5.037975	4.842795	4.8665080000000005	5.148374	4.188761	4.7009870000000005	4.126809	4.649905	3.730005	5.053756	5.694	5.233234	4.915977	4.978864	5.621318	5.070997	5.275394	4.324235	4.1807050000000014	3.912158	5.45536	5.018994	5.388431
DHRS2	0.103795	0.091375	0.119141	0.013471	0.066005	0.387276	0.0	0.0	0.0	0.056046000000000006	0.13184300000000002	0.0	0.14617	0.412934	0.21665	0.080093	0.202616	0.0	0.0	0.0	0.312898	0.110112	0.201724
CALCRL	1.890515	2.7714990000000004	2.163073	2.031103	1.916373	2.424347	1.161322	1.055833	1.00434	2.334754	2.183695	2.015341	2.416158	2.691752	2.273354	1.822023	2.474081	1.060998	1.06198	1.32402	1.989644	2.423803	2.937204
NUTF2	46.10194600000001	44.503966	46.738043	46.58178	48.663459	44.986977	27.882217	30.091282	31.407633	46.008181	48.63923	48.760458	44.53044000000001	43.177853000000006	45.407184	48.25724	43.33377700000001	33.790392	33.132363	32.863465000000005	47.557013	44.954763	43.942666
MPZL2	0.253492	0.182087	0.141906	0.248355	0.195078	0.225876	0.410784	0.334444	0.192198	0.188981	0.222968	0.093619	0.375938	0.463395	0.172509	0.478686	0.373511	0.210914	0.263045	0.413017	0.407257	0.23894	0.365648
TRIM13	3.281135	3.3898019999999995	2.971018	3.3764480000000003	3.284536	3.298871	3.622822	3.628491	3.675674	3.113884	3.365889	3.327953	2.975515	2.932546	2.918003	3.277681	3.119519	4.0610230000000005	3.409978	3.875401	3.240398	2.90964	2.804911
PATJ	0.490818	0.44046	0.588955	0.6355970000000001	0.51122	0.599874	0.936495	0.708106	0.909703	0.5182760000000001	0.513988	0.443575	0.48258	0.548048	0.7437590000000001	0.418055	0.526015	0.813545	1.186014	0.796859	0.6647689999999999	0.419829	0.914354
USPL1	5.25691	5.845519	5.659337	5.538161	4.770186	5.46537	6.615266	6.457471	6.056447	5.390061	5.883325	5.599305	6.152389	5.996797	5.887992	6.125968	5.805582	6.1998440000000015	6.399616	5.989194	6.346339	5.43124	6.318365
EIF1	125.464951	124.142982	132.395599	126.681374	134.680786	131.457962	130.372879	151.668686	132.769608	125.399651	129.575485	124.297104	117.829163	114.192574	127.509529	133.99884	123.590981	128.709366	127.262001	128.906525	123.118011	115.561279	121.405945
TOPORS	7.1715990000000005	7.648739	7.551578	7.287382000000001	7.378819999999998	8.195745	6.209471	5.696411	6.425823	7.820666	7.885325	7.572638	7.655185	8.092701	7.889921000000001	7.312775999999999	7.759911	6.82062	6.740944	6.57931	8.298688	7.755667	7.836863
FLOT1	68.880292	64.75403399999999	66.675005	68.06154699999999	59.349575	64.22587299999999	60.143195	71.591708	67.499482	64.458557	65.384689	65.65898299999999	72.498284	71.01387199999998	72.105736	71.895553	67.23611700000001	73.91716	70.946602	72.220725	72.63344000000002	72.82723299999998	70.687162
DDX39A	37.438431	36.291964	36.255321	35.410178	39.253908	37.931846	14.565657	16.402752	15.652808	38.011515	39.020108	37.591285	41.862101	37.798343	38.59629	40.860366	39.171313	17.786732999999995	17.967371	17.451923	38.751752	37.213398	38.538292
PSMD14	71.401894	66.149429	64.78585799999999	63.46720500000001	65.345184	64.513641	45.76685	52.841637	46.187508	65.271484	65.309822	64.27658100000001	68.659233	71.051727	70.220963	71.795059	65.215645	50.0555	50.237789	49.610352	69.75975799999999	73.68405899999998	70.635414
CTDSPL	7.358405	7.869447	7.982742	7.9523	8.026699	7.809817	7.471832000000001	7.187345	7.781616	8.276398	8.01411	7.458981	7.531777000000001	7.872905	7.222238000000001	8.402103	7.527116	6.9163229999999984	7.275821	7.0696119999999985	7.597288000000002	7.406696000000001	7.721141
KLRG1	0.083313	0.195351	0.101433	0.047544	0.0	0.0	0.116116	0.047384	0.0	0.147385	0.075649	0.052699	0.103532	0.008584	0.09631	0.0	0.176214	0.173298	0.06641799999999999	0.108602	0.177145	0.190571	0.076654
GDF11	2.654235	2.735959	2.707426	2.500511	2.531521	2.471445	2.68865	2.634017	2.573654	2.40466	2.374946	2.5031790000000003	1.78754	2.122705	1.838303	1.818959	1.882056	2.120112	2.264438	2.174636	2.126463	1.864965	1.856526
TRIB1	4.250123	4.57334	3.63642	4.346911	4.277913	3.991514	3.997091	4.300281	4.14725	4.356792	4.6069879999999985	4.340057	4.704212999999998	5.217265	4.013757	3.91396	4.539931	3.469768	3.428694	3.348914	4.30971	4.496267	5.2619940000000005
ZNF443	1.07926	0.7248180000000001	0.732208	0.64098	0.416728	0.555087	0.373078	0.242123	0.471066	0.715672	0.507804	0.6303880000000001	0.5722649999999999	0.806466	0.520271	0.728164	0.519171	0.493195	0.5997020000000001	0.310114	0.622923	0.683793	0.5555359999999999
PLIN3	74.85491800000001	73.692155	71.74994699999998	70.51637	68.271744	70.504316	54.46431800000001	64.371763	59.5057	72.071547	74.269082	73.84715600000001	66.70865500000001	64.655456	67.532441	69.66335	65.421746	58.75895	57.84324599999999	57.791324	68.605329	64.376081	66.92
MFSD10	18.700965	19.524158	20.928876	18.729531	19.237391	15.981355	18.560422	23.840020000000006	20.146657	16.399706	18.767642	20.047271	17.483558	15.563579999999998	18.43495	17.820052	14.729926	20.334308	18.440055	22.092594	15.850860999999998	15.966957	17.552989999999998
STX6	7.831001	7.273002	7.695516	7.794931	7.046311	8.327604	7.743408	8.454531	7.368463	7.614271	7.1605539999999985	7.335925	6.951507	7.055728	7.179589999999999	7.0139	6.820646000000001	7.910814	8.514221000000001	8.154244	6.591989999999999	6.975267	6.78918
COQ7	4.586886	4.1790970000000005	4.514839	4.667388	4.01722	4.496853	2.302093	3.073982	2.960942	4.52381	4.282924	4.143166000000001	4.015603	3.871513	4.312693	3.914624	4.2107839999999985	2.718118	3.139533	3.48766	3.973599	3.587242	4.846563
RCAN2	0.011568	0.073726	0.027455	0.095597	0.056439	0.05709	0.024963	0.111665	0.026623	0.06224800000000001	0.098293	0.119916	0.05155	0.07668	0.057313	0.058582	0.0	0.158012	0.05254	0.084463	0.059855999999999986	0.09906	0.118448
LRRC23	2.709113	2.765478	2.10038	2.059615	2.852611	2.386686	3.316301	4.3375910000000015	4.976475	2.677392	2.221248	2.475261	2.441467	2.701229	2.63604	2.362707	2.245993	4.010065	3.884963	4.159577	1.791693	3.137467	2.344995
LRRC17	23.524512	25.653994	26.586526	24.943811	24.270492	24.836322	16.906425	15.537321	16.986145	27.253842	27.474055	25.602474	19.513187	20.500351	16.830410999999998	16.307875	18.243521	12.728803	13.072871	13.909079	17.685039	20.177689	20.525063
RASGRP2	0.09548	0.160232	0.134969	0.195884	0.056941999999999986	0.158626	0.335892	0.325825	0.342239	0.060994000000000013	0.117066	0.0	0.127503	0.057441999999999986	0.099446	0.147623	0.025142	0.54964	0.403723	0.276809	0.062808	0.094227	0.14813800000000002
HNRNPR	68.514735	70.20853100000001	72.49803399999998	68.291422	66.771458	70.310414	35.64795200000001	37.938979	36.133403	75.126989	68.87894399999999	63.817128	76.049329	69.935357	76.091003	78.444001	65.483469	39.141011	38.370269	38.575766	82.768569	76.18702900000002	78.33985799999998
SLC35B1	20.507399	19.615383	22.185944	21.897501	22.505363	21.702711	15.281476	17.487510999999998	15.046036	20.520452	19.892744	21.014419	21.988511	19.643417000000003	20.568883	20.324629	19.255274	17.144924	16.766621	16.250892	19.742396	20.968043	21.564657
DCAF7	17.715919	17.653203	17.044423000000002	17.946766	15.948415	16.542676	16.686093	16.452995	17.001479999999994	18.515606	17.615322	17.200184	18.43966	18.703453	18.066686	17.690801999999994	17.705671	18.181917	17.70446	17.07205	18.179188	18.067802	18.322428
AP3S2	6.735575999999999	7.044592	6.802010000000001	6.770422	6.496726	6.727053	6.026646	7.043132000000001	6.22898	7.198318	7.146109	6.537482	7.013723	6.681342	7.2430910000000015	7.375547999999998	6.736345	7.267803	6.660616	6.510068	7.195322999999999	6.975575	6.7889
MRPS31	7.78977	8.028688	7.538203	8.131041	8.787463	7.9287740000000015	7.615644	6.768064	6.405161	8.425314	7.474313	8.154069999999999	9.613646	9.611097	9.01975	9.01427	9.419131	7.2776830000000015	8.152582	8.739666999999999	10.82056	9.098567999999998	10.378566
CALCOCO2	13.460675	14.45495	13.260387	13.77709	14.104874	13.900998	19.200296	19.032264	18.773132	14.061669	13.914989000000002	13.646429	16.235508	16.650537	16.035704	17.187820000000002	16.067496	20.153928	21.829348	20.331438	17.369858999999998	17.351794	17.015957999999998
GPHN	6.098305	7.194731	6.426373	6.552359	6.160135	6.051828	5.490544	5.028253	5.327843	6.939611	6.975509	6.508349	7.063992999999999	7.0012360000000005	7.2616960000000015	6.7670710000000005	6.556961	5.896326	5.082211	4.843514	7.247897	7.344436	7.740616
RABEPK	14.233228	13.856435	15.274085	14.941407	14.67773	13.956169	11.931467	13.644385	13.961038	14.829506	16.228799	14.871029	14.738512	14.133288	15.788262	13.336735	16.259145999999998	15.580124	15.726799	15.293175	14.287437	14.261026	14.976164
TIMM17B	14.975168	16.514419	17.93148	15.791965	16.108945000000002	15.514356	18.084294	19.925803	17.464622	16.269842	15.911932	17.690926	18.620956	17.881821	16.430392	18.433995	16.438553	23.478521	20.12663	21.737707	17.072317	18.401308	17.487171
RIDA	9.428191	8.787015	9.670826	9.111171	8.354693	8.326555	7.378682	8.671378	6.943084	8.442083	8.04839	8.582557000000001	8.392897	9.126695	9.226829	9.300227	9.802902	8.991415	7.937148	7.284687	9.239462	8.3403	9.937375
POP7	29.413347	29.795576	28.119095	27.898865	29.233063	25.276989	15.743123	19.777773	16.658695	27.482212	25.966867	30.705984	27.709696	27.30023	29.29237	31.077333000000007	27.237051	20.226152	21.503313	18.113815	27.151064	28.374077000000003	28.550291
SRRM1	24.559298	23.762557	27.256656	27.538519	26.194367	26.771553000000004	24.411255	21.197116	24.190892	27.454145	30.46416	25.860188	27.555819	30.824354	28.059985	26.684038	27.432364	23.877388	25.699034	22.208064	30.649829	28.113687	26.305411
SPRY3	0.082146	0.099136	0.098303	0.08698099999999999	0.07831	0.092924	0.075138	0.07434	0.122139	0.08323	0.071773	0.086886	0.081112	0.083557	0.062523	0.098895	0.125244	0.084757	0.13891099999999998	0.094816	0.07633	0.078956	0.099452
SPRY1	4.330794999999998	4.174999	5.090562	3.991445	3.631508	4.007708	2.37142	2.34891	2.445175	4.442542	4.389803	4.053864	5.810811	5.325521	5.392658	4.8149370000000005	5.352551999999998	2.474989	2.788438	3.035509	6.754913	4.9989930000000005	5.778654
SPRY2	13.029601	12.556388	11.31805	12.786123	13.05829	12.318599	11.399307	13.723488	11.978166	12.341	12.733804	12.313349	14.641202	15.17431	13.022335	13.703677	12.255081	11.122511	12.953198	11.94733	13.543825	12.911752	13.483632
STAM2	7.527452999999999	7.6119910000000015	7.22188	7.783641	6.46868	7.261381	8.644442	8.23493	8.039675	7.099548	7.701617999999999	7.1107429999999985	7.662549	7.764431	6.868069	7.249583	7.1882350000000015	8.098552	8.438489	6.973361	7.5535679999999985	7.372117999999999	8.013599000000001
CNKSR1	0.070517	0.022157	0.072193	0.102863	0.071261	0.098666	0.096361	0.177362	0.361817	0.074395	0.044033	0.087306	0.088478	0.08791900000000001	0.084365	0.10895	0.101825	0.082933	0.177778	0.197423	0.05487	0.070245	0.074932
ABCC4	5.037571	5.17306	5.346843	5.479002	5.089441000000001	5.724236	4.428137	4.500742	4.7790550000000005	5.673808	5.433288	5.618528	5.390806	5.380375	4.652517	5.106482	5.467301	4.679363	4.7394620000000005	4.8063970000000005	5.350994999999998	5.302567	5.294951
DENND4A	3.949933	3.8796	3.664508	3.806361	3.056929	4.188441	5.004214	4.443089	4.4557660000000014	3.853028	4.061875	3.917947	4.09272	3.604834	3.32211	3.834152	4.1185269999999985	4.261053	4.3630330000000015	4.741601	4.6913019999999985	4.3177660000000015	4.089076
SF3B4	49.889091	51.723698	51.356911	51.486004	48.229336	48.748608	24.393549	28.805319	26.750740000000004	53.335526	53.375992	53.11908	55.730854	58.47782900000001	54.20509000000001	54.702908	54.09619100000001	30.089901	27.822872	27.708029	55.65026500000001	56.646965	54.409973
CDK2AP2	34.751025	32.594891	35.630474	33.358471	32.693726	30.591001	23.452087	29.366191	26.386285	36.191752	37.73058	36.691734	27.929698	26.462462	26.721551	26.245542	25.609405	19.253505	20.305451	21.255082	25.634932	25.04367	27.747742
IRX5	0.058184000000000013	0.035879	0.0	0.021933	0.0	0.095649	0.113848	0.117791	0.019924	0.0	0.088451	0.062485	0.081313	0.091511	0.07825399999999999	0.054386	0.05693400000000001	0.057205	0.273848	0.020269	0.076662	0.18968	0.066082
RAMP2	0.990522	1.382822	1.563395	1.125718	0.901645	0.956473	0.574008	1.782423	1.905989	1.197604	0.8485229999999999	1.343585	0.654003	1.231548	0.744015	1.0897940000000002	0.6633760000000001	1.457598	2.030351	1.397032	0.6254850000000001	0.717158	0.956063
RAMP1	0.572932	0.689721	0.156907	0.13104100000000002	0.21304	0.704645	0.69799	0.684783	0.603913	0.314587	0.14921600000000002	0.723772	0.61871	0.031567000000000005	0.094525	0.0	0.426253	0.488637	0.0	0.775135	0.159455	0.16231199999999998	0.143281
ZMPSTE24	24.638082	21.80147	25.253208	23.10189	23.01737	24.380909	14.738226999999998	15.886554	13.992110999999998	23.508664000000003	23.490508	23.704748	23.968505	24.739548000000006	23.442805	25.077692000000006	25.248418	14.2183	14.919057	15.430475	26.439806	24.790562	25.656637
AKAP8	9.162845	8.822867	9.49304	9.003139	7.838002	7.76766	5.799416000000001	6.113084	5.813827	9.29096	8.665577	8.610567	9.389498	9.23915	8.823753	8.742119	8.517035	6.274661	6.13546	5.961715	8.95462	8.543818	8.987461999999997
FSTL3	83.589775	77.992226	82.103432	80.31568100000001	77.69194	77.81707800000002	110.109802	129.14666699999998	124.06758899999998	77.674164	83.152313	84.42134899999998	75.537453	75.09716	82.763878	83.920036	72.139061	115.01088	119.152725	114.581535	74.880707	76.390976	76.1315
STUB1	56.861233	56.527086	57.193303	60.051697	56.766778	58.053672	50.055162	55.381306	53.42293000000001	58.606541	55.09813000000001	62.85965899999999	58.86743000000001	58.43308	59.29631800000001	59.456128	56.754904	55.236561	54.346198	57.44598000000001	59.849686	62.06012800000001	58.413918
STAG1	9.934641	8.985746	8.202257000000001	8.529717	8.278034	8.739832	5.081311	4.655861	4.854674	9.223849	9.592691	8.991791000000003	8.923909	9.132513	8.97564	8.353271000000001	8.590178	4.463667	4.815006	4.709728	9.273237	9.319828	8.810744
NET1	12.169852	10.664884	11.949483	13.707749	11.555414	13.239632	12.03646	12.674705	12.504151	12.999207	12.052575	11.99231	12.209994	12.464732	13.022891	11.831232	13.684802	12.257209	12.293322	11.872905	13.515398	12.172389	13.137751000000002
UBE4B	11.918848	12.859836	13.117555	12.843802	11.162478	12.410833	11.075462	10.451654	11.381119	12.67348	13.45293	13.264738	10.290485	10.774072	10.111582	9.815362	9.757793	9.221305	8.898793	9.198325	10.844279	10.190621	9.912152
EFS	0.405635	0.586957	0.764392	0.457195	0.243814	0.436839	1.28408	1.446053	1.387449	0.5546800000000001	0.499209	0.8460280000000001	0.5173479999999999	0.5516439999999999	0.5919989999999999	0.310887	0.448516	1.175839	1.538675	1.722076	0.4295560000000001	0.486553	0.65517
SIGMAR1	54.072239	53.845436	54.09841899999999	56.886326	54.911345	54.595213	64.625873	69.271941	68.272787	53.961407	59.063136	55.72935	57.990833	59.319537	61.108388	59.83329499999999	57.70673299999999	70.44990200000002	74.444482	67.95661199999999	60.269688	57.906988	59.049423
BET1	15.668727	13.835120000000002	14.487785	13.975893	13.940237	15.621957	15.015393	15.387161	14.779916	16.159717	16.204056	15.508864	15.155885	15.147687	14.732053	13.928575	14.674649	16.204760999999998	16.055531	17.121361	16.05386	15.130764	15.213401
